text,task_1,split
 icc u anything say    also start bhajan kirtan match starts      indiancricketteam  dhonikeeptheglove  dhonikeepstheglove  dhonigloves  bcci  cricketworldcup      india  indiawithdhoni  indvaus https   co qvaealwisc,NOT,train
 victorialolaimo understand darts comes children  dickhead,NOT,train
terrorist nation        rt pakistan  like        terroristnationpakistan,NOT,train
watching  americanfrightfest  tubi  amp  smoking bowl     horrormovies     life  horrorfans  indiehorror  smokeweedeveryday  fucktrump,NOT,train
 sociopath   person personality disorder manifesting extreme antisocial attitudes behavior lack conscience       murderer   person commits murder  killer      psycho      https   co bblcb tlta,NOT,train
 realdonaldtrump lol  wish   impeachmentinquirynow  trumpnatsecrisk  trumpisatraitor  trumpcolluded  trumpobstructed  whitehouse  billiondollarloser https   co aji  lzbqm,NOT,train
 therickwilson  thedailybeast norway     fucktrump,NOT,train
 therightmelissa  jeremynewberger  realdonaldtrump  barackobama brought country back brink economic collapse   potus bankrupting country  since bankruptcy actually thing  realdonaldtrump knows      resistance  lockthemallup  fucktrump  complicitgop  resist      https   co lf njsh,NOT,train
 matthancock vision bojos seemingly poles apart   one nation  dangerous bothered anything anyone except  boris  sold promise keep job    noprinciples  sellout  borisjohnsonshouldnotbepm,NOT,train
demanding already    doctorsunderoppression  doctorsprotest  doctorsfightback  doctorsstrike https   co  ynvbuhqdm,NOT,train
trying walk back said  saying course give fbi  lying piece shit   happyjohnmccainday  johnmccaindayjune  th  trumpisatraitor  trumplieseverytimehespeaks,NOT,train
 rahulgandhi get  bill hang  rapist  hatemongers   murderers   may almighty bless ,NOT,train
 marylynntully  lawworksaction wtf funny  bot   fucktrump,NOT,train
    doctors already resigned bengal     nrs      sskm      national medical college     rg kar      north bengal college      murshidabad     rampurhat     burdwan        doctorsfightback  doctors assualt    doctors assualt,NOT,train
 mamataofficial didi let go well    mp  doctorsstrike   doctorsprotest  doctorsfightback https   co wt cjeqp  ,NOT,train
 mickysherriff   absolutely  utter joke even considered  clueless even begin cover  borisjohnsonshouldnotbepm,NOT,train
icc turns  bcci request allow  msdhoni continue wearing army insignia wicket keeping gloves  icc says regulations icc events permit individual message logo displayed items clothing equipment     dhonikeepstheglove https   co v hm rsnol,NOT,train
looked good last summer lol  fucktrump https   co pplzrafery,NOT,train
   indiawithdhoni    dhonikeepstheglove    icc https   co   rs ayll ,NOT,train
country remember soldier first cricketer   msdhoni   serious    vote   yes   buy  https   co e  zrv zcv     dhonikeeptheglove  dhonikeepstheglove  dhonikesaathdesh  balidaanbadge  balidanbadge  balidan https   co k po zgsu ,NOT,train
internment camps  call  fucktrump https   co ngum  wttn,NOT,train
 bbclaurak said  rorystewart least deluded contenders     dominicraab bertie bonkers   borisjohnsonshouldnotbepm lying without present     choice arrogant  sinister flustered  https   co oj wnds le,NOT,train
 realdonaldtrump  nytimes would love company  failing  badly   lol   trump know thriving company  never owned one   idiottrump  lyingtrump  trumpiscompromised  delusionaldon,NOT,train
left illiberals ecosystem journos always trying skirt issue murderous  attack doctor kolkata trying make doctors  integrity trust issue  two questions need answered   doctorsfightback,NOT,train
 drgeorgekro  realdonaldtrump https   co wqkrsxlw v    agree  hand  hillaryclinton       douchebag,NOT,train
 cwc    shameonicc   cricket lover never wants saw  big screen  four matches  abandoned due rain  almost every team affected  please choose better country next time host prestigious tournament              https   co firatimvms,NOT,train
 shameonicc  cwc    cwc          rain conditions explained  https   co sfi pzuxix,NOT,train
kellen winslow jr   guilty  rapist  https   co eooybh fb ,NOT,train
 cmackinlay  borisjohnson  conservatives  backboris  backing     people said actually opinion spine   dickhead,NOT,train
 annette meisner need help cause yo face falling      fucktrump,NOT,train
 qq american  cnn  realdonaldtrump wtf even mean  losing back forth    fatnixon  liar  philanderer  douchebag  nonchristian  bully  shitstainonamerica  youlikeassholes,NOT,train
                 n       n   ,NOT,train
youngest known child separated family trump administration  resist  resisttrump  fucktrump https   co uelncxxrod,NOT,train
send hell already  hahahahaha  thethingsiseeontwitter  fucktrump  hismomshouldofswallowed https   co cs suj woo,NOT,train
 repswalwell  realdonaldtrump positive replies bots   douchebag,NOT,train
 idiottrump makes fool knowing  feds already charge  nyc  helicoptercrashscene https   co qmaeyd yxz,NOT,train
 alantravis    proftimbale would irresponsible tory mps opt  borisjohnsonshouldnotbepm  perhaps irresponsible holding     threshold referendum   country party sake please go  rorystewartuk ,NOT,train
 narendramodi  congratulations p  happy  prime minister  would like request take  strict action  rapist  make strict  rules  numbers rape  increasing day day instead  reducing   ,NOT,train
happening cricket ground   jersey  may  icc event     icc  amp  rule book happening play ground       therealpcb  cricketworldcup  iccmediacomms   bcci  shuklarajiv  msdhoni  kirenrijiju  dhonikeepstheglove  brajeshlive https   co wzt fn  ,NOT,train
 realdonaldtrump actual presidential poll     sliding    foot razor blade using balls brakes        trump         maga  trump      poll  dumbasses  fucktrump,NOT,train
 gop hard pass    trumpisatraitor https   co wqnxluwt,NOT,train
support  balidan badge pride india   cricket commercial let us see   dhonikeepstheglove,NOT,train
serious would hilarious         borisjohnsonshouldnotbepm    bollockstoboris    bollockstobrexit https   co   izjrjpkm,NOT,train
yet bring another controversy  leaving poor umpiring cricket game   icc focus improving standards umpiring rather present  dhoni gloves   dhonikeepstheglove,NOT,train
petition moron swastika el sobrante front yard knock  resist  resisttrump  fucktrump https   co n tbpzqvsc,NOT,train
norway offers  realdonaldtrump campaign dirt pete buttigieg   may gay   allanishacnyc https   co rj eosbqvd  trumpisatraitor  impeachtrumpnow,NOT,train
 oppo confused spending rs     cr  bcci  sponsorship logo less recall compared  dhonis  indianarmy  balidanbadge      cricketworldcup  cricket  dhonikeepstheglove    dhonikesaathdesh    msdhoni  bcci  adgpi  oppo  shefvaidya  atheist krishna  unsubtledesi,NOT,train
 tictoc  merrilledge anti trump laser defense system    defense perimeter around property anyone suspected magat immediately vaporized  high powered laser leaves nothing behind red white magat hat  fur     fucktrump,NOT,train
 savethedoctors    doctorsfightback   security  service  still   days authority failed assure security government hospitals  responsible unforeseen collapse health skeleton wb   narendramodi ji   pmoindia    kindly intervene ,NOT,train
cm wb never dare right thing  catch gunda   dictator lost mind arrest gunda  arrest voters even murder doctors  everything allowed voters  level  low  doctorsfightback,NOT,train
 billcosby      america dad  rapist,NOT,train
luke  hero      fucktrump https   co gwhwvpmffm,NOT,train
risk averse keeps  johnson away scrutiny  belief  beyond accountability  road testing autocracy   borisjohnsonshouldnotbepm https   co gf pfy djj,NOT,train
 mamataofficial amend laws bring insiders like  rohingyas  bangladeshis medical education send outsider indians     savebengal  savethedoctors  mamatabanerjee losing control  westbengal  doctorsfightback,NOT,train
wait see new  tory  unelected yet  pm  toryleadeshipcontest says never    boris et al anything go  borisjohnsonshouldnotbepm really hope life mars     ,NOT,train
 vabvox  docrocktex   kind  father  would  rapist make  trusted children  demented pervert would think good idea ,NOT,train
patients right  doctors right    patients road  doctors road    patients loosing life  doctors loosing life    irony patients  amp  doctors played hands wb dirty politics        doctorsfightback   doctorsprotest   medicareforall    patients  doctors,NOT,train
 mehranmarri  tarekfatah  narendramodi worry sir  india playing cricket   bcbtigers next five years play  balochistan    narendramodi ji hey na  modiheythomumkinhey bas barosa karke shanth rahiye abi tho  amitshahoffice ji bhi hey    tukde honge  terroristnationpakistan,NOT,train
unnatural seeing arrogant nature  icc organising sector  cricketworldcup  icc defend allowing reserve days matches  dear  iccmediacomms must change nature   shameonicc  ecb cricket https   co sgmzr wch ,NOT,train
 dhonikeepstheglove  iccwc     real hero  dhoni  dhonikesaathdesh hai  dhoniisback  https   co yw  ojzx,NOT,train
wtf   rapist getting award  dear  cmokerala stand anything u  kind sins  never stand  please take action https   co eb qroq dd,NOT,train
 lilcox      write bheard   senatemajldr definitely heard enough  heard   read indicates   obstructed justice campaign worked conjunction russia illegitimately installed russian asset    ireadthemuellerreport   trumpisatraitor    impeachthemftraitor,NOT,train
 shameonicc poor scheduling dates icc  rainfall winning days ,NOT,train
 shobhabjp madam never spoke  tgsfraud  amp   dreamzgkfraud  today talk  imafraud bz financed pfi sachin naik team financed election funding  bjp karnataka  ,NOT,train
 huffpost wearing clothes    trumpisatraitor,NOT,train
 one  slays aussies    sdhawan        indvaus  cwc      cwc     dhonikeepstheglove,NOT,train
doctors studded almost half thire life become worthy white coat  amp  invested lot money time  life  families  also human  want respect safety     savethedoctors  doctorsfightback,NOT,train
 realdonaldtrump  marshablackburn happy john mccain day   johnmccainday  trumpisatraitor,NOT,train
need laws protect us work    want work gunpoint  political intimidation burdened unreasonable moral obligations     doctorsfightback https   co g syvxxc v,NOT,train
doctors go strike working hours   little children  amp  helpless patients dying   doyourduty  doctorsprotest   doctorsfightback,NOT,train
 spectatorindex please boycott huawei  boycotthuawei  boycottchina  uyghurgenocide,NOT,train
embassies worldwide defying trump  amp  flying pride flag without permission  resist  resisttrump  fucktrump https   co lfnozfqu,NOT,train
 johnmccainday thanks fund raising promise obamacare repeal republican voters screw deciding important put first screw trump personal vendetta      preciate   americafirst  douchebag https   co  givvk vkg,NOT,train
 cmofkarnataka  dvsbjp  bsybjp come  bjp karnataka forcing ruling govt cbi investigation   imafraud sit cid means washing hands  victims get justice best example  tgsfraud,NOT,train
 therealoj   wow  bold   murderer,NOT,train
senate republicans say campaigns call fbi foreign dirt  resist  resisttrump  fucktrump https   co qylhbsasoa,NOT,train
dear  icc much hypocrisy  humble request fellow indian  supporters going watch upcoming matches stadium take  balidaanbadge insignia especially  indvpak match held  th june   dhonikeepstheglove  cwc    bycotticc,NOT,train
analysis  sarah sanders  legacy  death white house press briefing  resist  resisttrump  fucktrump https   co jju hqifun,NOT,train
entire nation respect doctors continue serve patients hospitals even resignation  doctorsfightback https   co   es,NOT,train
